0.989002;0.000000;0.000067;0.000000;0.002075;0.000415;0.000000;0.000000;0.000002;0.000001;0.000000;0.000121;0.008316;0.000000;0.000001
0.322552;0.000003;0.000326;0.000001;0.083660;0.165572;0.000002;0.000032;0.000023;0.000037;0.000000;0.015722;0.412035;0.000026;0.000009
0.303259;0.000052;0.001787;0.000011;0.041006;0.033325;0.000015;0.000091;0.000173;0.000205;0.000002;0.026190;0.593506;0.000318;0.000060
0.520149;0.000034;0.004110;0.000008;0.027238;0.005719;0.000055;0.000028;0.000233;0.000087;0.000030;0.174733;0.267098;0.000283;0.000195
0.929136;0.000149;0.018186;0.000002;0.001678;0.004212;0.000154;0.001317;0.000978;0.000028;0.000682;0.015948;0.026815;0.000273;0.000441
0.729211;0.007821;0.001300;0.000056;0.002761;0.003934;0.015570;0.001732;0.002961;0.001565;0.008463;0.085933;0.093414;0.034472;0.010806
0.993954;0.000005;0.001250;0.000000;0.000009;0.001530;0.000017;0.001056;0.000138;0.000002;0.000042;0.000901;0.001031;0.000060;0.000004
0.993502;0.000000;0.000015;0.000001;0.000006;0.005332;0.000000;0.000932;0.000003;0.000000;0.000001;0.000029;0.000080;0.000097;0.000000
0.999976;0.000000;0.000000;0.000000;0.000001;0.000001;0.000000;0.000002;0.000000;0.000000;0.000001;0.000020;0.000000;0.000000;0.000000
0.999995;0.000000;0.000000;0.000000;0.000001;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000004;0.000000;0.000000;0.000000
0.986003;0.000380;0.000133;0.000010;0.000072;0.000321;0.000058;0.000715;0.000162;0.000010;0.000316;0.009591;0.001608;0.000476;0.000145
0.966611;0.000188;0.000375;0.000053;0.002972;0.010540;0.000024;0.000797;0.000328;0.000025;0.000174;0.005160;0.012040;0.000568;0.000147
0.999744;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000256;0.000000;0.000000;0.000000
0.978322;0.000002;0.000020;0.000004;0.000029;0.000054;0.000001;0.000055;0.000010;0.000000;0.000170;0.021245;0.000021;0.000003;0.000064
0.203428;0.000160;0.000141;0.000006;0.000074;0.000057;0.000019;0.000083;0.000299;0.000004;0.000606;0.793485;0.001309;0.000016;0.000313
0.005607;0.000001;0.000000;0.000000;0.000004;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.994349;0.000034;0.000000;0.000004
0.804246;0.000021;0.000174;0.000013;0.006597;0.007605;0.000065;0.000203;0.000066;0.000092;0.000010;0.057768;0.122802;0.000242;0.000097
0.998953;0.000000;0.000000;0.000000;0.000002;0.000330;0.000000;0.000010;0.000000;0.000000;0.000000;0.000693;0.000012;0.000000;0.000000
0.985027;0.000002;0.000067;0.000006;0.000046;0.000934;0.000005;0.000137;0.000118;0.000005;0.000032;0.011146;0.000692;0.000020;0.001763
0.982963;0.000005;0.001067;0.000021;0.000313;0.004607;0.000099;0.000720;0.001934;0.000046;0.000289;0.001717;0.002260;0.000229;0.003730
0.997663;0.000000;0.000001;0.000000;0.000003;0.000057;0.000000;0.000008;0.000001;0.000000;0.000000;0.002234;0.000024;0.000000;0.000009
0.999793;0.000000;0.000000;0.000000;0.000001;0.000050;0.000000;0.000001;0.000000;0.000000;0.000000;0.000155;0.000000;0.000000;0.000000
0.999974;0.000000;0.000000;0.000000;0.000001;0.000018;0.000000;0.000000;0.000000;0.000000;0.000000;0.000008;0.000000;0.000000;0.000000
0.996205;0.000001;0.000339;0.000000;0.000018;0.001448;0.000175;0.000813;0.000210;0.000003;0.000166;0.000287;0.000305;0.000009;0.000021
0.984818;0.000000;0.000077;0.000000;0.003688;0.010217;0.000001;0.000893;0.000001;0.000000;0.000000;0.000298;0.000006;0.000000;0.000000
0.999204;0.000000;0.000002;0.000000;0.000318;0.000277;0.000000;0.000029;0.000000;0.000000;0.000000;0.000170;0.000000;0.000000;0.000000
0.999481;0.000000;0.000001;0.000000;0.000155;0.000219;0.000000;0.000012;0.000000;0.000000;0.000000;0.000131;0.000001;0.000000;0.000000
0.999366;0.000000;0.000004;0.000000;0.000188;0.000389;0.000000;0.000010;0.000000;0.000000;0.000000;0.000043;0.000000;0.000000;0.000000
0.999662;0.000000;0.000001;0.000000;0.000018;0.000299;0.000000;0.000014;0.000000;0.000000;0.000000;0.000005;0.000000;0.000000;0.000000
0.999340;0.000000;0.000006;0.000000;0.000131;0.000409;0.000000;0.000063;0.000000;0.000000;0.000000;0.000049;0.000001;0.000000;0.000000
0.999985;0.000000;0.000000;0.000000;0.000005;0.000002;0.000000;0.000000;0.000000;0.000000;0.000000;0.000008;0.000000;0.000000;0.000000
0.999920;0.000000;0.000001;0.000000;0.000033;0.000034;0.000000;0.000003;0.000000;0.000000;0.000000;0.000010;0.000000;0.000000;0.000000
0.999025;0.000000;0.000000;0.000000;0.000103;0.000006;0.000000;0.000000;0.000000;0.000000;0.000000;0.000862;0.000003;0.000000;0.000000
0.999963;0.000000;0.000000;0.000000;0.000006;0.000007;0.000000;0.000002;0.000001;0.000000;0.000000;0.000020;0.000001;0.000000;0.000000
0.999622;0.000000;0.000001;0.000000;0.000195;0.000023;0.000000;0.000009;0.000000;0.000000;0.000000;0.000149;0.000001;0.000000;0.000000
0.997865;0.000000;0.000047;0.000000;0.000389;0.001297;0.000000;0.000286;0.000000;0.000000;0.000000;0.000115;0.000001;0.000000;0.000000
0.851702;0.000000;0.000628;0.000001;0.004237;0.132539;0.000004;0.010116;0.000006;0.000001;0.000002;0.000746;0.000014;0.000001;0.000000
0.998878;0.000000;0.000005;0.000000;0.000324;0.000617;0.000000;0.000067;0.000001;0.000000;0.000001;0.000106;0.000001;0.000000;0.000000
0.998908;0.000000;0.000009;0.000000;0.000405;0.000380;0.000000;0.000067;0.000001;0.000000;0.000001;0.000229;0.000001;0.000000;0.000000
0.998398;0.000000;0.000002;0.000000;0.000131;0.001237;0.000000;0.000123;0.000000;0.000000;0.000000;0.000110;0.000000;0.000000;0.000000
0.999245;0.000000;0.000000;0.000000;0.000086;0.000640;0.000000;0.000014;0.000000;0.000000;0.000000;0.000015;0.000000;0.000000;0.000000
0.995527;0.000000;0.000001;0.000000;0.000227;0.004007;0.000000;0.000073;0.000000;0.000000;0.000000;0.000165;0.000000;0.000000;0.000000
0.998178;0.000000;0.000002;0.000000;0.000590;0.001106;0.000000;0.000050;0.000000;0.000000;0.000000;0.000074;0.000000;0.000000;0.000000
0.552106;0.000001;0.004635;0.000000;0.000005;0.000303;0.002309;0.007158;0.010528;0.000026;0.418570;0.001487;0.000226;0.000257;0.002388
0.998902;0.000000;0.000026;0.000000;0.000017;0.000662;0.000000;0.000014;0.000002;0.000000;0.000001;0.000058;0.000317;0.000000;0.000000
0.998600;0.000000;0.000037;0.000000;0.000001;0.000081;0.000010;0.000953;0.000030;0.000000;0.000107;0.000153;0.000022;0.000006;0.000001
0.998192;0.000000;0.000310;0.000000;0.000345;0.000207;0.000003;0.000031;0.000000;0.000000;0.000014;0.000883;0.000014;0.000000;0.000000
0.999988;0.000000;0.000001;0.000000;0.000000;0.000000;0.000000;0.000003;0.000001;0.000000;0.000002;0.000004;0.000000;0.000000;0.000000
0.962475;0.000000;0.000006;0.000000;0.000000;0.000014;0.000001;0.036907;0.000484;0.000000;0.000031;0.000002;0.000001;0.000077;0.000002
0.981927;0.000001;0.001278;0.000000;0.000018;0.000673;0.000010;0.014556;0.000040;0.000000;0.000093;0.001387;0.000017;0.000000;0.000000
0.993786;0.000000;0.000411;0.000000;0.000001;0.000259;0.000019;0.005037;0.000249;0.000001;0.000106;0.000042;0.000068;0.000017;0.000004
0.999714;0.000000;0.000001;0.000000;0.000000;0.000002;0.000000;0.000136;0.000123;0.000000;0.000012;0.000004;0.000000;0.000005;0.000002
0.998878;0.000001;0.000006;0.000001;0.000007;0.000030;0.000038;0.000257;0.000281;0.000039;0.000027;0.000136;0.000066;0.000203;0.000030
0.996003;0.000001;0.000001;0.000000;0.000001;0.000001;0.000019;0.000148;0.001210;0.000005;0.001697;0.000058;0.000002;0.000282;0.000572
0.000000;0.999921;0.000000;0.000043;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000034;0.000001
0.000000;0.999960;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000039;0.000001
0.000002;0.929346;0.000000;0.000313;0.000000;0.000000;0.000001;0.000007;0.000032;0.000000;0.000002;0.000000;0.000000;0.009398;0.060897
0.000000;0.997254;0.000000;0.000045;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000212;0.002488
0.000000;0.731118;0.000000;0.000042;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000741;0.268098
0.000000;0.422597;0.000000;0.000078;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000002;0.000000;0.000000;0.000867;0.576455
0.000000;0.577143;0.000000;0.000309;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000002;0.000000;0.000000;0.000430;0.422115
0.000000;0.997544;0.000000;0.000005;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000162;0.002288
0.000000;0.981451;0.000000;0.000006;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000072;0.018471
0.000000;0.966530;0.000000;0.000029;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000001;0.000000;0.000000;0.000386;0.033053
0.000000;0.999751;0.000000;0.000009;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000154;0.000086
0.000000;0.999375;0.000000;0.000008;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000032;0.000585
0.000000;0.999426;0.000000;0.000001;0.000000;0.000000;0.000000;0.000000;0.000009;0.000000;0.000001;0.000000;0.000000;0.000133;0.000430
0.000000;0.999993;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000002;0.000004
